text,label,char_length,word_count,text_clean,intent
Why would I be charged more than once for the same transaction?,5,63,12,why would i be charged more than once for the same transaction,Duplicate Transaction
My cash received does not match what has been requested,3,55,10,my cash received does not match what has been requested,ATM Partial Withdrawal
A duplicated payment was made for something.,5,44,7,a duplicated payment was made for something,Duplicate Transaction
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",5,124,24,hi i checked my transactions and saw that i was charged twice during a restaurant visit i would like to get my money back,Duplicate Transaction
What do I do if there is a direct debit on my account that shouldn't be there?,1,78,17,what do i do if there is a direct debit on my account that shouldn't be there,Fraud / Disputed Payment
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",8,178,30,the day before yesterday i performed a transfer within the country it still has not completed can you check on that the account number is definitely correct as i've checked,Transfer Delay
Why didn't I receive the right amount of cash?,3,46,9,why didn't i receive the right amount of cash,ATM Partial Withdrawal
There is a direct debit charge on my account that is not mine.,1,62,13,there is a direct debit charge on my account that is not mine,Fraud / Disputed Payment
The ATM didn't give me the amount I asked for,3,45,10,the atm didn't give me the amount i asked for,ATM Partial Withdrawal
I need to cancel a transaction on my debit card.,1,48,10,i need to cancel a transaction on my debit card,Fraud / Disputed Payment
I got charged and extra fee when I transferred money so why was I charged?,7,74,15,i got charged and extra fee when i transferred money so why was i charged,Transfer Fee
I was charged two times for the same thing.,5,43,9,i was charged two times for the same thing,Duplicate Transaction
cash deposit to my account has shown a red flag.,2,48,10,cash deposit to my account has shown a red flag,Deposit Delay
Where is the transaction I made to a friend?,8,44,9,where is the transaction i made to a friend,Transfer Delay
Why do some of my payments have fees?  I don't understand.,0,58,12,why do some of my payments have fees i don't understand,Card Fee Charge
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,5,297,56,it appears as though my card payment was duplicated i paid at the store earlier today the first time it was declined and the second time it worked the app is still showing one of the payments to be pending please take one of these off because clearly the first was declined and is not correct,Duplicate Transaction
I tried to make a cash withdrawal and it was declined. Why did this happen?,6,75,15,i tried to make a cash withdrawal and it was declined why did this happen,Declined Withdrawal
Please tell me why the same transaction is showing up on my account more than once.,5,83,16,please tell me why the same transaction is showing up on my account more than once,Duplicate Transaction
I don't understand where this debit came from and want it removed.,1,66,12,i don't understand where this debit came from and want it removed,Fraud / Disputed Payment
I just transferred some money. Why was I charged a fee?,7,55,11,i just transferred some money why was i charged a fee,Transfer Fee
I just completed a bank transfer and the balance didn't update,9,62,11,i just completed a bank transfer and the balance didn't update,Missing Money
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,2,104,19,i updated by balance with a cheque yesterday but it isn't showing on my account did something go wrong,Deposit Delay
I took out money and there is a fee.  Why?,4,42,11,i took out money and there is a fee why,Cash Withdrawal Charge
I transferred money but the balance did not update.,9,51,9,i transferred money but the balance did not update,Missing Money
I had an unexpected fee,7,23,5,i had an unexpected fee,Transfer Fee
My transfer seems to be too expensive.,7,38,7,my transfer seems to be too expensive,Transfer Fee
Is there a fee that comes with transfers?,7,41,8,is there a fee that comes with transfers,Transfer Fee
I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,6,99,21,i can't get money out of the atm is my card actually working it's the first time i tried using it,Declined Withdrawal
I made a check and cash deposit that wasn't credited to my account.,2,67,13,i made a check and cash deposit that wasn't credited to my account,Deposit Delay
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,0,169,33,hello i randomly got charged an extra fee today as i was shopping online and i have no idea why are there extra fees for card payments or am i missing something here,Card Fee Charge
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",6,166,32,hello is there any way to double check my card i have never had issues with withdraws in the past but this morning on the way to work it was unexpectedly declined,Declined Withdrawal
I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet?,6,149,31,i went to the notting hill atm to use my card the first time for a cash withdrawal but it didn't work does this mean that my card isn't working yet,Declined Withdrawal
I think I was wrongly charged in a recent transaction when I used my card.,0,74,15,i think i was wrongly charged in a recent transaction when i used my card,Card Fee Charge
